Row,Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,ds,y
1020,Thursday,5,2017-06-29,"2,738","1,976","1,474",502,2017-06-29,2738
1021,Friday,6,2017-06-30,"2,147","1,478","1,087",391,2017-06-30,2147
1022,Saturday,7,2017-07-01,"1,277",903,675,228,2017-07-01,1277
1023,Sunday,1,2017-07-02,"1,606","1,142",879,263,2017-07-02,1606
1024,Monday,2,2017-07-03,"2,504","1,726","1,296",430,2017-07-03,2504
1025,Tuesday,3,2017-07-04,"2,218","1,566","1,217",349,2017-07-04,2218
1026,Wednesday,4,2017-07-05,"3,024","2,149","1,681",468,2017-07-05,3024
1027,Thursday,5,2017-07-06,"2,951","2,047","1,555",492,2017-07-06,2951
1028,Friday,6,2017-07-07,"2,401","1,693","1,310",383,2017-07-07,2401
1029,Saturday,7,2017-07-08,"1,242",891,700,191,2017-07-08,1242
1030,Sunday,1,2017-07-09,"1,511","1,172",938,234,2017-07-09,1511
1031,Monday,2,2017-07-10,"2,934","2,062","1,619",443,2017-07-10,2934
1032,Tuesday,3,2017-07-11,"3,003","2,140","1,663",477,2017-07-11,3003
1033,Wednesday,4,2017-07-12,"3,073","2,192","1,710",482,2017-07-12,3073
1034,Thursday,5,2017-07-13,"2,933","2,043","1,550",493,2017-07-13,2933
1035,Friday,6,2017-07-14,"2,468","1,710","1,287",423,2017-07-14,2468
1036,Saturday,7,2017-07-15,"1,355",892,689,203,2017-07-15,1355
1037,Sunday,1,2017-07-16,"1,553","1,122",891,231,2017-07-16,1553
1038,Monday,2,2017-07-17,"2,902","1,954","1,479",475,2017-07-17,2902
1039,Tuesday,3,2017-07-18,"2,899","2,109","1,591",518,2017-07-18,2899
1040,Wednesday,4,2017-07-19,"2,986","2,032","1,584",448,2017-07-19,2986
1041,Thursday,5,2017-07-20,"2,964","2,031","1,571",460,2017-07-20,2964
1042,Friday,6,2017-07-21,"2,433","1,609","1,214",395,2017-07-21,2433
1043,Saturday,7,2017-07-22,"1,280",923,725,198,2017-07-22,1280
1044,Sunday,1,2017-07-23,"1,603","1,170",909,261,2017-07-23,1603
1045,Monday,2,2017-07-24,"3,154","2,214","1,726",488,2017-07-24,3154
1046,Tuesday,3,2017-07-25,"3,084","2,148","1,666",482,2017-07-25,3084
1047,Wednesday,4,2017-07-26,"2,983","1,925","1,490",435,2017-07-26,2983
1048,Thursday,5,2017-07-27,"2,849","1,908","1,440",468,2017-07-27,2849
1049,Friday,6,2017-07-28,"2,420","1,538","1,150",388,2017-07-28,2420
1050,Saturday,7,2017-07-29,"1,300",895,712,183,2017-07-29,1300
1051,Sunday,1,2017-07-30,"1,526","1,112",863,249,2017-07-30,1526
1052,Monday,2,2017-07-31,"2,872","1,978","1,481",497,2017-07-31,2872
1053,Tuesday,3,2017-08-01,"2,914","1,957","1,463",494,2017-08-01,2914
1054,Wednesday,4,2017-08-02,"2,843","1,994","1,536",458,2017-08-02,2843
1055,Thursday,5,2017-08-03,"2,649","1,894","1,447",447,2017-08-03,2649
1056,Friday,6,2017-08-04,"2,042","1,478","1,150",328,2017-08-04,2042
1057,Saturday,7,2017-08-05,"1,225",901,681,220,2017-08-05,1225
1058,Sunday,1,2017-08-06,"1,562","1,045",792,253,2017-08-06,1562
1059,Monday,2,2017-08-07,"2,751","1,823","1,398",425,2017-08-07,2751
1060,Tuesday,3,2017-08-08,"2,634","1,868","1,415",453,2017-08-08,2634
1061,Wednesday,4,2017-08-09,"2,704","1,961","1,511",450,2017-08-09,2704
1062,Thursday,5,2017-08-10,"2,670","1,864","1,463",401,2017-08-10,2670
1063,Friday,6,2017-08-11,"2,073","1,498","1,121",377,2017-08-11,2073
1064,Saturday,7,2017-08-12,"1,240",888,669,219,2017-08-12,1240
1065,Sunday,1,2017-08-13,"1,530","1,076",811,265,2017-08-13,1530
1066,Monday,2,2017-08-14,"2,392","1,704","1,346",358,2017-08-14,2392
1067,Tuesday,3,2017-08-15,"2,675","1,846","1,471",375,2017-08-15,2675
1068,Wednesday,4,2017-08-16,"2,755","1,911","1,436",475,2017-08-16,2755
1069,Thursday,5,2017-08-17,"2,608","1,824","1,421",403,2017-08-17,2608
1070,Friday,6,2017-08-18,"2,163","1,521","1,163",358,2017-08-18,2163
1071,Saturday,7,2017-08-19,"1,304",951,743,208,2017-08-19,1304
1072,Sunday,1,2017-08-20,"1,969","1,419","1,156",263,2017-08-20,1969
1073,Monday,2,2017-08-21,"2,985","2,069","1,575",494,2017-08-21,2985
1074,Tuesday,3,2017-08-22,"3,087","2,259","1,772",487,2017-08-22,3087
1075,Wednesday,4,2017-08-23,"3,047","2,147","1,704",443,2017-08-23,3047
1076,Thursday,5,2017-08-24,"2,961","2,026","1,600",426,2017-08-24,2961
1077,Friday,6,2017-08-25,"2,293","1,589","1,257",332,2017-08-25,2293
1078,Saturday,7,2017-08-26,"1,261",934,751,183,2017-08-26,1261
1079,Sunday,1,2017-08-27,"1,676","1,211",983,228,2017-08-27,1676
1080,Monday,2,2017-08-28,"1,786","1,287","1,005",282,2017-08-28,1786
1081,Tuesday,3,2017-08-29,"3,252","2,310","1,845",465,2017-08-29,3252
1082,Wednesday,4,2017-08-30,"3,082","2,179","1,741",438,2017-08-30,3082
1083,Thursday,5,2017-08-31,"2,721","1,963","1,579",384,2017-08-31,2721
1084,Friday,6,2017-09-01,"2,217","1,583","1,235",348,2017-09-01,2217
1085,Saturday,7,2017-09-02,"1,271",908,730,178,2017-09-02,1271
1086,Sunday,1,2017-09-03,"1,742","1,197",958,239,2017-09-03,1742
1087,Monday,2,2017-09-04,"2,293","1,704","1,380",324,2017-09-04,2293
1088,Tuesday,3,2017-09-05,"3,155","2,289","1,818",471,2017-09-05,3155
1089,Wednesday,4,2017-09-06,"3,159","2,320","1,882",438,2017-09-06,3159
1090,Thursday,5,2017-09-07,"3,054","2,243","1,777",466,2017-09-07,3054
1091,Friday,6,2017-09-08,"2,440","1,848","1,488",360,2017-09-08,2440
1092,Saturday,7,2017-09-09,"1,532","1,108",924,184,2017-09-09,1532
1093,Sunday,1,2017-09-10,"2,247","1,657","1,366",291,2017-09-10,2247
1094,Monday,2,2017-09-11,"3,570","2,496","2,033",463,2017-09-11,3570
1095,Tuesday,3,2017-09-12,"3,524","2,540","2,075",465,2017-09-12,3524
1096,Wednesday,4,2017-09-13,"3,471","2,473","2,040",433,2017-09-13,3471
1097,Thursday,5,2017-09-14,"3,303","2,415","1,974",441,2017-09-14,3303
1098,Friday,6,2017-09-15,"2,560","1,867","1,519",348,2017-09-15,2560
1099,Saturday,7,2017-09-16,"1,470","1,090",912,178,2017-09-16,1470
1100,Sunday,1,2017-09-17,"2,234","1,715","1,446",269,2017-09-17,2234
1101,Monday,2,2017-09-18,"3,504","2,596","2,123",473,2017-09-18,3504
1102,Tuesday,3,2017-09-19,"3,984","2,840","2,382",458,2017-09-19,3984
1103,Wednesday,4,2017-09-20,"3,746","2,660","2,188",472,2017-09-20,3746
1104,Thursday,5,2017-09-21,"3,524","2,667","2,143",524,2017-09-21,3524
1105,Friday,6,2017-09-22,"2,639","1,944","1,591",353,2017-09-22,2639
1106,Saturday,7,2017-09-23,"1,523","1,178",975,203,2017-09-23,1523
1107,Sunday,1,2017-09-24,"2,425","1,809","1,521",288,2017-09-24,2425
1108,Monday,2,2017-09-25,"3,671","2,705","2,202",503,2017-09-25,3671
1109,Tuesday,3,2017-09-26,"3,669","2,780","2,306",474,2017-09-26,3669
1110,Wednesday,4,2017-09-27,"3,537","2,657","2,211",446,2017-09-27,3537
1111,Thursday,5,2017-09-28,"3,413","2,507","2,048",459,2017-09-28,3413
1112,Friday,6,2017-09-29,"2,699","1,902","1,554",348,2017-09-29,2699
1113,Saturday,7,2017-09-30,"1,829","1,289","1,058",231,2017-09-30,1829
1114,Sunday,1,2017-10-01,"2,379","1,812","1,507",305,2017-10-01,2379
1115,Monday,2,2017-10-02,"3,637","2,669","2,221",448,2017-10-02,3637
1116,Tuesday,3,2017-10-03,"3,775","2,787","2,253",534,2017-10-03,3775
1117,Wednesday,4,2017-10-04,"3,572","2,731","2,245",486,2017-10-04,3572
1118,Thursday,5,2017-10-05,"3,605","2,695","2,230",465,2017-10-05,3605
1119,Friday,6,2017-10-06,"2,774","2,078","1,670",408,2017-10-06,2774
1120,Saturday,7,2017-10-07,"1,780","1,354","1,106",248,2017-10-07,1780
1121,Sunday,1,2017-10-08,"2,469","1,884","1,571",313,2017-10-08,2469
1122,Monday,2,2017-10-09,"3,881","2,869","2,348",521,2017-10-09,3881
1123,Tuesday,3,2017-10-10,"3,767","2,785","2,296",489,2017-10-10,3767
1124,Wednesday,4,2017-10-11,"4,082","2,924","2,335",589,2017-10-11,4082
1125,Thursday,5,2017-10-12,"4,047","2,768","2,240",528,2017-10-12,4047
1126,Friday,6,2017-10-13,"2,877","2,114","1,706",408,2017-10-13,2877
1127,Saturday,7,2017-10-14,"2,073","1,559","1,298",261,2017-10-14,2073
1128,Sunday,1,2017-10-15,"2,759","2,066","1,739",327,2017-10-15,2759
1129,Monday,2,2017-10-16,"3,817","2,880","2,344",536,2017-10-16,3817
1130,Tuesday,3,2017-10-17,"3,949","2,930","2,402",528,2017-10-17,3949
1131,Wednesday,4,2017-10-18,"3,867","2,896","2,395",501,2017-10-18,3867
1132,Thursday,5,2017-10-19,"3,621","2,582","2,119",463,2017-10-19,3621
1133,Friday,6,2017-10-20,"2,978","2,220","1,772",448,2017-10-20,2978
1134,Saturday,7,2017-10-21,"1,992","1,434","1,158",276,2017-10-21,1992
1135,Sunday,1,2017-10-22,"2,851","2,142","1,779",363,2017-10-22,2851
1136,Monday,2,2017-10-23,"4,390","3,177","2,651",526,2017-10-23,4390
1137,Tuesday,3,2017-10-24,"3,886","2,938","2,406",532,2017-10-24,3886
1138,Wednesday,4,2017-10-25,"3,424","2,477","2,017",460,2017-10-25,3424
1139,Thursday,5,2017-10-26,"4,207","3,087","2,561",526,2017-10-26,4207
1140,Friday,6,2017-10-27,"3,345","2,478","1,984",494,2017-10-27,3345
1141,Saturday,7,2017-10-28,"2,128","1,567","1,277",290,2017-10-28,2128
1142,Sunday,1,2017-10-29,"2,205","1,637","1,319",318,2017-10-29,2205
1143,Monday,2,2017-10-30,"4,091","2,999","2,453",546,2017-10-30,4091
1144,Tuesday,3,2017-10-31,"4,223","3,143","2,555",588,2017-10-31,4223
1145,Wednesday,4,2017-11-01,"4,361","3,147","2,554",593,2017-11-01,4361
1146,Thursday,5,2017-11-02,"4,263","3,103","2,513",590,2017-11-02,4263
1147,Friday,6,2017-11-03,"3,341","2,397","1,903",494,2017-11-03,3341
1148,Saturday,7,2017-11-04,"2,278","1,634","1,307",327,2017-11-04,2278
1149,Sunday,1,2017-11-05,"3,097","2,299","1,888",411,2017-11-05,3097
1150,Monday,2,2017-11-06,"4,185","3,113","2,538",575,2017-11-06,4185
1151,Tuesday,3,2017-11-07,"4,477","3,341","2,689",652,2017-11-07,4477
1152,Wednesday,4,2017-11-08,"4,354","3,227","2,579",648,2017-11-08,4354
1153,Thursday,5,2017-11-09,"4,194","3,005","2,401",604,2017-11-09,4194
1154,Friday,6,2017-11-10,"3,240","2,319","1,833",486,2017-11-10,3240
1155,Saturday,7,2017-11-11,"2,424","1,613","1,283",330,2017-11-11,2424
1156,Sunday,1,2017-11-12,"3,168","2,309","1,853",456,2017-11-12,3168
1157,Monday,2,2017-11-13,"4,709","3,433","2,784",649,2017-11-13,4709
1158,Tuesday,3,2017-11-14,"4,634","3,373","2,727",646,2017-11-14,4634
1159,Wednesday,4,2017-11-15,"4,545","3,345","2,681",664,2017-11-15,4545
1160,Thursday,5,2017-11-16,"4,532","3,332","2,693",639,2017-11-16,4532
1161,Friday,6,2017-11-17,"3,317","2,508","2,018",490,2017-11-17,3317
1162,Saturday,7,2017-11-18,"2,449","1,741","1,386",355,2017-11-18,2449
1163,Sunday,1,2017-11-19,"2,893","2,231","1,780",451,2017-11-19,2893
1164,Monday,2,2017-11-20,"4,170","3,135","2,555",580,2017-11-20,4170
1165,Tuesday,3,2017-11-21,"4,277","3,026","2,419",607,2017-11-21,4277
1166,Wednesday,4,2017-11-22,"3,588","2,625","2,078",547,2017-11-22,3588
1167,Thursday,5,2017-11-23,"3,141","2,237","1,760",477,2017-11-23,3141
1168,Friday,6,2017-11-24,"2,658","1,843","1,429",414,2017-11-24,2658
1169,Saturday,7,2017-11-25,"2,391","1,652","1,327",325,2017-11-25,2391
1170,Sunday,1,2017-11-26,"3,202","2,354","1,901",453,2017-11-26,3202
1171,Monday,2,2017-11-27,"4,349","3,251","2,601",650,2017-11-27,4349
1172,Tuesday,3,2017-11-28,"4,886","3,660","2,968",692,2017-11-28,4886
1173,Wednesday,4,2017-11-29,"4,555","3,484","2,824",660,2017-11-29,4555
1174,Thursday,5,2017-11-30,"4,477","3,134","2,530",604,2017-11-30,4477
1175,Friday,6,2017-12-01,"3,577","2,603","2,056",547,2017-12-01,3577
1176,Saturday,7,2017-12-02,"2,430","1,827","1,461",366,2017-12-02,2430
1177,Sunday,1,2017-12-03,"3,449","2,504","2,006",498,2017-12-03,3449
1178,Monday,2,2017-12-04,"4,955","3,673","3,019",654,2017-12-04,4955
1179,Tuesday,3,2017-12-05,"4,475","3,435","2,775",660,2017-12-05,4475
1180,Wednesday,4,2017-12-06,"4,595","3,452","2,766",686,2017-12-06,4595
1181,Thursday,5,2017-12-07,"4,451","3,199","2,563",636,2017-12-07,4451
1182,Friday,6,2017-12-08,"3,418","2,549","2,037",512,2017-12-08,3418
1183,Saturday,7,2017-12-09,"2,605","1,944","1,572",372,2017-12-09,2605
1184,Sunday,1,2017-12-10,"3,483","2,607","2,102",505,2017-12-10,3483
1185,Monday,2,2017-12-11,"4,651","3,350","2,656",694,2017-12-11,4651
1186,Tuesday,3,2017-12-12,"4,029","3,011","2,351",660,2017-12-12,4029
1187,Wednesday,4,2017-12-13,"4,282","3,205","2,609",596,2017-12-13,4282
1188,Thursday,5,2017-12-14,"4,138","2,930","2,315",615,2017-12-14,4138
1189,Friday,6,2017-12-15,"4,130","2,803","2,211",592,2017-12-15,4130
1190,Saturday,7,2017-12-16,"2,581","1,761","1,429",332,2017-12-16,2581
1191,Sunday,1,2017-12-17,"3,355","2,300","1,876",424,2017-12-17,3355
1192,Monday,2,2017-12-18,"4,482","3,109","2,491",618,2017-12-18,4482
1193,Tuesday,3,2017-12-19,"4,584","3,021","2,456",565,2017-12-19,4584
1194,Wednesday,4,2017-12-20,"4,106","2,661","2,133",528,2017-12-20,4106
1195,Thursday,5,2017-12-21,"3,378","2,243","1,798",445,2017-12-21,3378
1196,Friday,6,2017-12-22,"2,446","1,544","1,211",333,2017-12-22,2446
1197,Saturday,7,2017-12-23,"1,447",958,753,205,2017-12-23,1447
1198,Sunday,1,2017-12-24,"1,326",895,696,199,2017-12-24,1326
1199,Monday,2,2017-12-25,"1,609","1,015",809,206,2017-12-25,1609
1200,Tuesday,3,2017-12-26,"2,481","1,438","1,105",333,2017-12-26,2481
1201,Wednesday,4,2017-12-27,"2,798","1,740","1,350",390,2017-12-27,2798
1202,Thursday,5,2017-12-28,"2,809","1,797","1,425",372,2017-12-28,2809
1203,Friday,6,2017-12-29,"2,216","1,410","1,083",327,2017-12-29,2216
1204,Saturday,7,2017-12-30,"1,546","1,071",839,232,2017-12-30,1546
1205,Sunday,1,2017-12-31,"1,339",923,724,199,2017-12-31,1339
1206,Monday,2,2018-01-01,"1,709","1,120",878,242,2018-01-01,1709
1207,Tuesday,3,2018-01-02,"3,389","2,208","1,755",453,2018-01-02,3389
1208,Wednesday,4,2018-01-03,"3,391","2,282","1,827",455,2018-01-03,3391
1209,Thursday,5,2018-01-04,"3,698","2,310","1,878",432,2018-01-04,3698
1210,Friday,6,2018-01-05,"3,511","2,272","1,801",471,2018-01-05,3511
1211,Saturday,7,2018-01-06,"2,279","1,498","1,196",302,2018-01-06,2279
1212,Sunday,1,2018-01-07,"2,822","1,869","1,495",374,2018-01-07,2822
1213,Monday,2,2018-01-08,"4,240","2,784","2,186",598,2018-01-08,4240
1214,Tuesday,3,2018-01-09,"4,319","2,844","2,302",542,2018-01-09,4319
1215,Wednesday,4,2018-01-10,"4,224","2,866","2,304",562,2018-01-10,4224
1216,Thursday,5,2018-01-11,"3,797","2,704","2,203",501,2018-01-11,3797
1217,Friday,6,2018-01-12,"3,190","2,127","1,692",435,2018-01-12,3190
1218,Saturday,7,2018-01-13,"1,998","1,373","1,128",245,2018-01-13,1998
1219,Sunday,1,2018-01-14,"2,515","1,711","1,393",318,2018-01-14,2515
1220,Monday,2,2018-01-15,"3,950","2,612","2,065",547,2018-01-15,3950
1221,Tuesday,3,2018-01-16,"4,033","2,631","2,133",498,2018-01-16,4033
1222,Wednesday,4,2018-01-17,"4,269","2,812","2,285",527,2018-01-17,4269
1223,Thursday,5,2018-01-18,"4,124","2,677","2,157",520,2018-01-18,4124
1224,Friday,6,2018-01-19,"3,228","2,198","1,763",435,2018-01-19,3228
1225,Saturday,7,2018-01-20,"2,287","1,423","1,160",263,2018-01-20,2287
1226,Sunday,1,2018-01-21,"2,946","1,996","1,628",368,2018-01-21,2946
1227,Monday,2,2018-01-22,"4,608","3,035","2,534",501,2018-01-22,4608
1228,Tuesday,3,2018-01-23,"4,786","3,154","2,566",588,2018-01-23,4786
1229,Wednesday,4,2018-01-24,"4,724","3,244","2,680",564,2018-01-24,4724
1230,Thursday,5,2018-01-25,"4,417","2,875","2,348",527,2018-01-25,4417
1231,Friday,6,2018-01-26,"3,580","2,314","1,825",489,2018-01-26,3580
1232,Saturday,7,2018-01-27,"2,345","1,544","1,229",315,2018-01-27,2345
1233,Sunday,1,2018-01-28,"3,170","2,140","1,776",364,2018-01-28,3170
1234,Monday,2,2018-01-29,"4,862","3,194","2,573",621,2018-01-29,4862
1235,Tuesday,3,2018-01-30,"4,600","3,106","2,504",602,2018-01-30,4600
1236,Wednesday,4,2018-01-31,"4,705","3,249","2,704",545,2018-01-31,4705
1237,Thursday,5,2018-02-01,"4,723","3,164","2,571",593,2018-02-01,4723
1238,Friday,6,2018-02-02,"3,969","2,572","2,104",468,2018-02-02,3969
1239,Saturday,7,2018-02-03,"2,994","2,034","1,702",332,2018-02-03,2994
1240,Sunday,1,2018-02-04,"3,162","2,186","1,811",375,2018-02-04,3162
1241,Monday,2,2018-02-05,"4,949","3,287","2,735",552,2018-02-05,4949
1242,Tuesday,3,2018-02-06,"5,092","3,465","2,838",627,2018-02-06,5092
1243,Wednesday,4,2018-02-07,"4,767","3,319","2,729",590,2018-02-07,4767
1244,Thursday,5,2018-02-08,"4,625","3,179","2,603",576,2018-02-08,4625
1245,Friday,6,2018-02-09,"3,738","2,477","2,015",462,2018-02-09,3738
1246,Saturday,7,2018-02-10,"2,739","1,793","1,477",316,2018-02-10,2739
1247,Sunday,1,2018-02-11,"3,923","2,476","2,077",399,2018-02-11,3923
1248,Monday,2,2018-02-12,"5,341","3,687","3,045",642,2018-02-12,5341
1249,Tuesday,3,2018-02-13,"5,114","3,460","2,836",624,2018-02-13,5114
1250,Wednesday,4,2018-02-14,"4,896","3,214","2,568",646,2018-02-14,4896
1251,Thursday,5,2018-02-15,"4,502","3,050","2,507",543,2018-02-15,4502
1252,Friday,6,2018-02-16,"3,729","2,518","2,012",506,2018-02-16,3729
1253,Saturday,7,2018-02-17,"2,388","1,618","1,319",299,2018-02-17,2388
1254,Sunday,1,2018-02-18,"3,405","2,314","1,928",386,2018-02-18,3405
1255,Monday,2,2018-02-19,"5,176","3,620","2,971",649,2018-02-19,5176
1256,Tuesday,3,2018-02-20,"5,429","3,597","2,978",619,2018-02-20,5429
1257,Wednesday,4,2018-02-21,"5,120","3,448","2,869",579,2018-02-21,5120
1258,Thursday,5,2018-02-22,"4,993","3,379","2,774",605,2018-02-22,4993
1259,Friday,6,2018-02-23,"4,148","2,751","2,221",530,2018-02-23,4148
1260,Saturday,7,2018-02-24,"2,763","1,981","1,648",333,2018-02-24,2763
1261,Sunday,1,2018-02-25,"3,599","2,446","2,011",435,2018-02-25,3599
1262,Monday,2,2018-02-26,"5,542","3,728","3,052",676,2018-02-26,5542
1263,Tuesday,3,2018-02-27,"5,378","3,764","3,123",641,2018-02-27,5378
1264,Wednesday,4,2018-02-28,"5,536","3,734","3,095",639,2018-02-28,5536
1265,Thursday,5,2018-03-01,"4,984","3,315","2,713",602,2018-03-01,4984
1266,Friday,6,2018-03-02,"4,130","2,754","2,231",523,2018-03-02,4130
1267,Saturday,7,2018-03-03,"2,818","1,922","1,579",343,2018-03-03,2818
1268,Sunday,1,2018-03-04,"3,978","2,699","2,249",450,2018-03-04,3978
1269,Monday,2,2018-03-05,"5,502","3,727","3,019",708,2018-03-05,5502
1270,Tuesday,3,2018-03-06,"5,740","3,842","3,160",682,2018-03-06,5740
1271,Wednesday,4,2018-03-07,"5,635","3,734","3,037",697,2018-03-07,5635
1272,Thursday,5,2018-03-08,"5,375","3,704","3,044",660,2018-03-08,5375
1273,Friday,6,2018-03-09,"4,273","3,038","2,490",548,2018-03-09,4273
1274,Saturday,7,2018-03-10,"3,223","2,305","1,918",387,2018-03-10,3223
1275,Sunday,1,2018-03-11,"3,956","2,727","2,288",439,2018-03-11,3956
1276,Monday,2,2018-03-12,"5,895","4,141","3,447",694,2018-03-12,5895
1277,Tuesday,3,2018-03-13,"6,152","4,207","3,398",809,2018-03-13,6152
1278,Wednesday,4,2018-03-14,"5,906","4,021","3,305",716,2018-03-14,5906
1279,Thursday,5,2018-03-15,"6,300","4,061","3,279",782,2018-03-15,6300
1280,Friday,6,2018-03-16,"4,915","3,259","2,673",586,2018-03-16,4915
1281,Saturday,7,2018-03-17,"3,218","2,161","1,818",343,2018-03-17,3218
1282,Sunday,1,2018-03-18,"4,429","2,919","2,435",484,2018-03-18,4429
1283,Monday,2,2018-03-19,"5,739","4,038","3,316",722,2018-03-19,5739
1284,Tuesday,3,2018-03-20,"6,220","4,292","3,553",739,2018-03-20,6220
1285,Wednesday,4,2018-03-21,"6,238","4,163","3,396",767,2018-03-21,6238
1286,Thursday,5,2018-03-22,"6,226","4,251","3,595",656,2018-03-22,6226
1287,Friday,6,2018-03-23,"4,364","2,994","2,457",537,2018-03-23,4364
1288,Saturday,7,2018-03-24,"2,882","2,021","1,682",339,2018-03-24,2882
1289,Sunday,1,2018-03-25,"4,010","2,748","2,263",485,2018-03-25,4010
1290,Monday,2,2018-03-26,"6,084","3,995","3,289",706,2018-03-26,6084
1291,Tuesday,3,2018-03-27,"5,874","4,147","3,446",701,2018-03-27,5874
1292,Wednesday,4,2018-03-28,"5,719","3,917","3,288",629,2018-03-28,5719
1293,Thursday,5,2018-03-29,"5,003","3,396","2,812",584,2018-03-29,5003
1294,Friday,6,2018-03-30,"3,605","2,541","2,062",479,2018-03-30,3605
1295,Saturday,7,2018-03-31,"2,811","1,901","1,512",389,2018-03-31,2811
1296,Sunday,1,2018-04-01,"3,567","2,438","1,956",482,2018-04-01,3567
1297,Monday,2,2018-04-02,"5,237","3,542","2,875",667,2018-04-02,5237
1298,Tuesday,3,2018-04-03,"6,154","4,126","3,438",688,2018-04-03,6154
1299,Wednesday,4,2018-04-04,"5,895","4,112","3,418",694,2018-04-04,5895
1300,Thursday,5,2018-04-05,"5,858","3,943","3,232",711,2018-04-05,5858
1301,Friday,6,2018-04-06,"5,034","3,348","2,749",599,2018-04-06,5034
1302,Saturday,7,2018-04-07,"3,613","2,291","1,840",451,2018-04-07,3613
1303,Sunday,1,2018-04-08,"4,389","3,059","2,530",529,2018-04-08,4389
1304,Monday,2,2018-04-09,"6,278","4,290","3,546",744,2018-04-09,6278
1305,Tuesday,3,2018-04-10,"6,836","4,514","3,747",767,2018-04-10,6836
1306,Wednesday,4,2018-04-11,"6,731","4,596","3,759",837,2018-04-11,6731
1307,Thursday,5,2018-04-12,"6,287","4,332","3,563",769,2018-04-12,6287
1308,Friday,6,2018-04-13,"5,089","3,454","2,850",604,2018-04-13,5089
1309,Saturday,7,2018-04-14,"3,812","2,542","2,094",448,2018-04-14,3812
1310,Sunday,1,2018-04-15,"5,290","3,538","2,914",624,2018-04-15,5290
1311,Monday,2,2018-04-16,"7,161","4,993","4,188",805,2018-04-16,7161
1312,Tuesday,3,2018-04-17,"7,352","4,939","4,058",881,2018-04-17,7352
1313,Wednesday,4,2018-04-18,"7,218","4,842","4,001",841,2018-04-18,7218
1314,Thursday,5,2018-04-19,"7,040","4,672","3,895",777,2018-04-19,7040
1315,Friday,6,2018-04-20,"5,367","3,728","3,029",699,2018-04-20,5367
1316,Saturday,7,2018-04-21,"4,021","2,749","2,253",496,2018-04-21,4021
1317,Sunday,1,2018-04-22,"5,397","3,722","3,059",663,2018-04-22,5397
1318,Monday,2,2018-04-23,"7,605","5,124","4,216",908,2018-04-23,7605
1319,Tuesday,3,2018-04-24,"7,614","5,094","4,181",913,2018-04-24,7614
1320,Wednesday,4,2018-04-25,"7,984","5,541","4,616",925,2018-04-25,7984
1321,Thursday,5,2018-04-26,"7,040","4,823","3,957",866,2018-04-26,7040
1322,Friday,6,2018-04-27,"5,628","3,749","3,095",654,2018-04-27,5628
1323,Saturday,7,2018-04-28,"3,926","2,618","2,141",477,2018-04-28,3926
1324,Sunday,1,2018-04-29,"5,479","3,635","3,057",578,2018-04-29,5479
1325,Monday,2,2018-04-30,"6,670","4,584","3,784",800,2018-04-30,6670
1326,Tuesday,3,2018-05-01,"6,783","4,542","3,742",800,2018-05-01,6783
1327,Wednesday,4,2018-05-02,"7,105","4,865","4,013",852,2018-05-02,7105
1328,Thursday,5,2018-05-03,"6,877","4,702","3,854",848,2018-05-03,6877
1329,Friday,6,2018-05-04,"5,460","3,711","3,039",672,2018-05-04,5460
1330,Saturday,7,2018-05-05,"3,648","2,568","2,058",510,2018-05-05,3648
1331,Sunday,1,2018-05-06,"4,917","3,311","2,737",574,2018-05-06,4917
1332,Monday,2,2018-05-07,"6,980","4,654","3,881",773,2018-05-07,6980
1333,Tuesday,3,2018-05-08,"6,702","4,577","3,700",877,2018-05-08,6702
1334,Wednesday,4,2018-05-09,"6,699","4,488","3,581",907,2018-05-09,6699
1335,Thursday,5,2018-05-10,"6,001","4,059","3,265",794,2018-05-10,6001
1336,Friday,6,2018-05-11,"5,094","3,454","2,766",688,2018-05-11,5094
1337,Saturday,7,2018-05-12,"3,179","2,237","1,821",416,2018-05-12,3179
1338,Sunday,1,2018-05-13,"4,169","2,912","2,413",499,2018-05-13,4169
1339,Monday,2,2018-05-14,"6,392","4,388","3,637",751,2018-05-14,6392
1340,Tuesday,3,2018-05-15,"5,878","4,094","3,384",710,2018-05-15,5878
1341,Wednesday,4,2018-05-16,"5,800","3,976","3,266",710,2018-05-16,5800
1342,Thursday,5,2018-05-17,"5,690","4,023","3,254",769,2018-05-17,5690
1343,Friday,6,2018-05-18,"4,314","2,986","2,400",586,2018-05-18,4314
1344,Saturday,7,2018-05-19,"2,948","2,117","1,735",382,2018-05-19,2948
1345,Sunday,1,2018-05-20,"3,864","2,674","2,155",519,2018-05-20,3864
1346,Monday,2,2018-05-21,"5,499","3,708","3,005",703,2018-05-21,5499
1347,Tuesday,3,2018-05-22,"5,790","4,040","3,269",771,2018-05-22,5790
1348,Wednesday,4,2018-05-23,"5,720","3,971","3,206",765,2018-05-23,5720
1349,Thursday,5,2018-05-24,"5,692","3,675","2,965",710,2018-05-24,5692
1350,Friday,6,2018-05-25,"4,082","2,803","2,188",615,2018-05-25,4082
1351,Saturday,7,2018-05-26,"2,716","1,965","1,597",368,2018-05-26,2716
1352,Sunday,1,2018-05-27,"3,430","2,374","1,887",487,2018-05-27,3430
1353,Monday,2,2018-05-28,"4,353","2,994","2,392",602,2018-05-28,4353
